Timecode List:,00:00:02.628,00:00:05.839,00:00:37.120,00:00:40.499,00:00:52.302,00:00:53.178,00:00:55.597,00:01:12.656,00:01:17.327,00:01:22.249,00:01:24.251,00:01:58.243,00:02:12.549,00:02:32.235,00:02:38.325,00:02:59.763,00:03:04.559,00:03:16.530,00:03:19.282,00:03:26.998,00:03:28.959,00:03:34.965,00:03:44.307,00:03:48.353,00:03:55.235,00:03:56.945,00:04:01.908,00:04:08.415,00:04:10.333,00:04:23.722,00:04:32.856,00:04:41.948,00:04:45.202,00:05:08.600,00:05:12.771,00:05:28.537,00:05:30.372,00:05:32.207,00:05:34.793,00:05:38.213,00:05:40.423,00:05:43.677,00:05:46.388,00:05:50.183,00:05:53.186,00:06:08.702,00:06:11.288,00:06:14.291,00:06:16.126,00:06:17.294,00:06:19.629,00:06:27.387,00:06:33.810,00:06:37.480,00:06:43.069,00:06:58.293,00:07:18.146,00:07:22.025,00:07:23.652,00:07:31.743,00:07:35.497,00:07:39.334,00:07:50.804,00:07:59.270,00:09:12.469,00:09:17.390,00:09:20.935,00:09:26.775,00:09:37.077,00:10:06.981,00:10:13.738,00:10:17.242,00:10:20.495,00:10:25.792,00:10:48.189,00:10:58.449,00:10:59.450,00:11:00.618,00:11:13.590,00:11:15.091,00:11:23.433,00:11:24.225,00:11:34.152,00:11:36.029,00:11:41.200,00:11:44.746,00:11:46.372,00:11:49.500,00:11:54.714,00:11:57.300,00:12:01.012,00:12:07.310,00:12:12.690,00:12:15.735,00:12:37.048,00:12:38.925,00:12:52.772,00:12:58.194,00:13:06.202,00:13:11.207,00:13:15.712,00:13:37.692,00:13:40.528,00:13:42.905,00:13:59.922,00:14:10.058,00:14:12.685,00:14:21.819,00:14:27.867,00:15:15.456,00:15:25.383,00:15:28.136,00:15:30.972,00:15:34.350,00:15:38.896,00:15:41.399,00:15:46.946,00:15:55.204,00:15:57.874,00:16:00.835,00:16:03.588,00:16:10.136,00:16:17.226,00:16:19.145,00:16:20.229,00:16:22.190,00:16:26.444,00:16:28.613,00:16:29.572,00:16:33.034,00:16:34.202,00:16:35.203,00:16:36.954,00:16:39.248,00:16:44.837,00:16:49.800,00:16:54.597,00:16:55.932,00:16:57.892,00:17:00.186,00:17:04.565,00:17:07.151,00:17:26.796,00:17:46.190,00:18:08.462,00:18:10.840,00:18:18.723,00:18:25.563,00:18:28.858,00:18:33.487,00:18:36.949,00:18:39.327,00:18:45.041,00:18:50.880,00:18:54.008,00:18:56.344,00:18:59.597,00:19:03.601,00:19:05.311,00:19:13.361,00:19:14.570,00:19:18.532,00:20:09.083,00:20:13.254,00:20:16.924,00:20:34.316,00:20:37.945,00:21:04.180,00:21:05.723,00:21:14.315,00:21:20.154,00:21:25.034,00:21:26.827,00:21:31.832,00:21:46.597,00:21:49.683,00:22:29.223,00:22:31.475,00:22:56.458,00:23:11.640,00:24:04.652,00:24:08.113,00:24:08.697,00:24:12.326,00:24:13.702,00:24:16.538,00:24:18.374,00:24:23.253,00:24:26.965,00:24:30.010,00:24:33.389,00:24:34.682,00:24:36.767,00:24:39.561,00:24:41.271,00:24:46.026,00:24:49.988,00:24:56.787,00:24:58.956,00:25:03.085,00:25:06.255,00:25:15.305,00:25:21.103,00:25:22.563,00:25:25.441,00:25:27.818,00:25:29.194,00:25:30.821,00:25:33.115,00:25:35.284,00:25:37.619,00:25:40.080,00:25:40.748,00:25:45.961,00:25:46.962,00:25:49.006,00:25:53.427,00:25:55.763,00:25:59.808,00:26:01.643,00:26:02.978,00:26:04.897,00:26:07.316,00:26:08.734,00:26:11.028,00:26:15.657,00:26:17.910,00:26:20.829,00:26:25.000,00:26:28.962,00:26:32.299,00:26:37.971,00:26:39.681,00:26:49.399,00:26:53.111,00:26:57.658,00:27:01.745,00:27:08.043,00:27:11.213,00:27:14.049,00:27:19.346,00:27:30.399,00:27:35.696,00:27:40.492,00:27:48.542,00:27:54.256,00:27:55.257,00:28:10.856,00:28:15.402,00:28:31.627,00:28:34.046,00:28:40.135,00:28:41.303,00:28:43.513,00:28:46.099,00:29:46.410,00:30:05.929,00:30:28.952,00:30:34.583,00:30:42.799,00:30:47.846,00:30:50.390,00:30:59.441,00:31:01.610,00:31:04.738,00:31:12.287,00:31:18.835,00:31:20.962,00:31:22.923,00:31:25.383,00:31:28.845,00:31:31.473,00:31:34.810,00:31:36.561,00:31:37.938,00:31:39.189,00:31:42.025,00:31:46.321,00:31:51.993,00:31:56.123,00:31:58.166,00:32:00.293,00:32:22.482,00:32:27.404,00:32:34.578,00:32:42.377,00:33:22.959,00:34:19.516,00:34:21.268,00:34:24.271,00:34:27.607,00:34:40.120,00:34:50.714,00:35:03.768,00:35:07.897,00:35:12.485,00:35:13.862,00:35:16.489,00:35:17.615,00:35:18.950,00:35:29.002,00:35:35.842,00:35:38.720,00:35:45.268,00:36:00.367,00:36:07.123,00:36:26.768,00:36:32.440,00:36:56.798,00:37:02.554,00:37:04.305,00:37:05.515,00:37:07.642,00:37:13.982,00:37:16.151,00:37:19.446,00:37:21.823,00:37:24.242,00:37:26.494,00:37:38.923,00:37:51.144,00:37:53.646,00:37:54.981,00:37:57.692,00:38:02.614,00:38:07.535,00:38:29.516,00:38:38.566,00:38:50.203,00:38:53.498,00:38:55.250,00:38:59.295,00:39:03.716,00:39:04.842,00:39:07.804,00:39:08.388,00:39:09.430,00:39:11.307,00:39:14.561,00:39:16.479,00:39:22.986,00:39:24.612,00:39:39.043,00:39:41.629,00:39:47.343,00:39:51.389,00:39:59.814,00:40:01.816,00:40:06.613,00:40:24.297,00:40:35.933,00:40:52.784,00:40:57.538,00:41:06.005,00:41:10.176,00:41:11.719,00:41:15.306,00:41:18.851,00:41:21.229,00:41:24.190,00:41:25.983,00:41:31.197,00:41:34.367,00:41:38.162,00:41:45.294,00:41:53.177,00:41:56.723,00:42:00.435,00:42:14.282,00:42:17.785,00:42:20.288,00:42:24.125,00:42:25.918,00:42:28.171,00:42:30.631,00:42:32.175,00:42:46.105,00:42:50.651,00:42:52.278,00:42:54.572,00:43:01.704,00:43:03.456,00:43:09.587,00:43:21.599,00:43:23.893,00:43:27.104,00:43:29.982,00:43:48.835,00:43:54.549,00:43:57.009,00:43:58.302,00:44:00.388,00:44:02.849,00:44:19.949,00:44:27.665,00:44:33.337,00:44:39.760,00:44:42.263,00:44:48.144,00:44:51.939,00:44:57.445,00:45:41.739,00:45:45.242,00:45:49.997,00:45:51.958,00:45:56.837,00:45:59.924,00:46:05.012,00:46:08.683,00:46:12.478,00:46:17.274,00:46:59.734,00:47:00.818,00:47:02.236,00:47:04.905,00:47:05.573,00:47:07.116,00:47:10.202,00:47:11.787,00:47:46.280,00:47:55.456,00:48:02.630,00:48:08.260,00:48:11.138,00:48:13.390,00:48:15.518,00:48:20.815,00:48:27.655,00:48:35.955,00:48:38.207,00:48:40.167,00:48:44.463,00:48:45.840,00:48:50.386,00:48:53.055,00:48:57.309,00:49:05.067,00:49:07.653,00:49:11.073,00:49:15.911,00:49:19.123,00:49:26.505,00:49:29.508,00:49:31.719,00:49:47.651,00:49:51.447,00:49:57.703,00:50:01.498,00:50:03.834,00:50:05.878,00:50:06.670,00:50:08.255,00:50:23.812,00:50:28.275,00:50:32.571,00:50:42.373,00:50:52.091,00:50:58.222,00:51:01.183,00:51:13.070,00:51:16.615,00:51:21.704,00:51:37.594,00:51:40.514,00:51:42.933,00:51:45.936,00:51:48.897,00:51:52.693,00:52:39.281,00:52:43.077,00:52:44.328,00:52:47.373,00:52:49.666,00:52:52.795,00:52:55.047,00:52:57.800,00:53:00.469,00:53:15.192,00:53:19.738,00:53:22.157,00:53:28.247,00:53:36.380,00:53:42.636,00:53:53.605,00:53:58.569,00:54:33.145,00:54:38.984,00:54:43.822,00:54:49.369,00:54:51.079,00:54:54.082,00:54:59.963,00:55:25.447,00:56:08.740,00:56:16.206,00:56:18.959,00:56:22.921,00:56:28.427,00:56:36.101,00:56:37.894,00:56:41.648,00:56:51.700,00:56:59.249,00:57:03.045,00:57:05.088,00:57:15.474,00:57:17.851,00:57:25.025,00:57:29.112,00:57:37.537,00:57:41.875,00:57:51.385,00:57:55.263,00:58:06.441,00:58:11.113,00:58:18.370,00:58:21.498,00:58:27.212,00:58:33.427,00:58:35.470,00:58:45.355,00:58:51.945,00:58:58.660,00:59:03.373,00:59:07.461,00:59:50.754,01:00:15.111,01:00:17.572,01:00:23.662,01:00:30.126,01:00:34.047,01:00:40.011,01:00:45.642,01:00:52.899,01:00:57.612,01:01:04.244,01:01:07.080,01:01:10.208,01:01:13.545,01:01:15.672,01:01:19.759,01:01:22.929,01:01:25.932,01:01:30.604,01:01:32.939,01:01:35.358,01:01:38.695,01:01:42.324,01:02:13.188,01:02:17.776,01:02:19.319,01:02:28.536,01:02:39.965,01:02:41.174,01:02:41.967,01:02:43.969,01:02:45.845,01:02:47.389
Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
1,1,00:00:00.000,0.000,63,00:00:02.628,2.628,63,00:00:02.628,2.628
2,64,00:00:02.628,2.628,140,00:00:05.839,5.839,77,00:00:03.212,3.212
3,141,00:00:05.839,5.839,890,00:00:37.120,37.120,750,00:00:31.281,31.281
4,891,00:00:37.120,37.120,971,00:00:40.499,40.499,81,00:00:03.378,3.378
5,972,00:00:40.499,40.499,1254,00:00:52.302,52.302,283,00:00:11.803,11.803
6,1255,00:00:52.302,52.302,1275,00:00:53.178,53.178,21,00:00:00.876,0.876
7,1276,00:00:53.178,53.178,1333,00:00:55.597,55.597,58,00:00:02.419,2.419
8,1334,00:00:55.597,55.597,1742,00:01:12.656,72.656,409,00:00:17.059,17.059
9,1743,00:01:12.656,72.656,1854,00:01:17.327,77.327,112,00:00:04.671,4.671
10,1855,00:01:17.327,77.327,1972,00:01:22.249,82.249,118,00:00:04.922,4.922
11,1973,00:01:22.249,82.249,2020,00:01:24.251,84.251,48,00:00:02.002,2.002
12,2021,00:01:24.251,84.251,2835,00:01:58.243,118.243,815,00:00:33.992,33.992
13,2836,00:01:58.243,118.243,3178,00:02:12.549,132.549,343,00:00:14.306,14.306
14,3179,00:02:12.549,132.549,3650,00:02:32.235,152.235,472,00:00:19.686,19.686
15,3651,00:02:32.235,152.235,3796,00:02:38.325,158.325,146,00:00:06.089,6.089
16,3797,00:02:38.325,158.325,4310,00:02:59.763,179.763,514,00:00:21.438,21.438
17,4311,00:02:59.763,179.763,4425,00:03:04.559,184.559,115,00:00:04.796,4.796
18,4426,00:03:04.559,184.559,4712,00:03:16.530,196.530,287,00:00:11.970,11.970
19,4713,00:03:16.530,196.530,4778,00:03:19.282,199.282,66,00:00:02.753,2.753
20,4779,00:03:19.282,199.282,4963,00:03:26.998,206.998,185,00:00:07.716,7.716
21,4964,00:03:26.998,206.998,5010,00:03:28.959,208.959,47,00:00:01.960,1.960
22,5011,00:03:28.959,208.959,5154,00:03:34.965,214.965,144,00:00:06.006,6.006
23,5155,00:03:34.965,214.965,5378,00:03:44.307,224.307,224,00:00:09.343,9.343
24,5379,00:03:44.307,224.307,5475,00:03:48.353,228.353,97,00:00:04.046,4.046
25,5476,00:03:48.353,228.353,5640,00:03:55.235,235.235,165,00:00:06.882,6.882
26,5641,00:03:55.235,235.235,5681,00:03:56.945,236.945,41,00:00:01.710,1.710
27,5682,00:03:56.945,236.945,5800,00:04:01.908,241.908,119,00:00:04.963,4.963
28,5801,00:04:01.908,241.908,5956,00:04:08.415,248.415,156,00:00:06.506,6.506
29,5957,00:04:08.415,248.415,6002,00:04:10.333,250.333,46,00:00:01.919,1.919
30,6003,00:04:10.333,250.333,6323,00:04:23.722,263.722,321,00:00:13.388,13.388
31,6324,00:04:23.722,263.722,6542,00:04:32.856,272.856,219,00:00:09.134,9.134
32,6543,00:04:32.856,272.856,6760,00:04:41.948,281.948,218,00:00:09.092,9.092
33,6761,00:04:41.948,281.948,6838,00:04:45.202,285.202,78,00:00:03.253,3.253
34,6839,00:04:45.202,285.202,7399,00:05:08.600,308.600,561,00:00:23.398,23.398
35,7400,00:05:08.600,308.600,7499,00:05:12.771,312.771,100,00:00:04.171,4.171
36,7500,00:05:12.771,312.771,7877,00:05:28.537,328.537,378,00:00:15.766,15.766
37,7878,00:05:28.537,328.537,7921,00:05:30.372,330.372,44,00:00:01.835,1.835
38,7922,00:05:30.372,330.372,7965,00:05:32.207,332.207,44,00:00:01.835,1.835
39,7966,00:05:32.207,332.207,8027,00:05:34.793,334.793,62,00:00:02.586,2.586
40,8028,00:05:34.793,334.793,8109,00:05:38.213,338.213,82,00:00:03.420,3.420
41,8110,00:05:38.213,338.213,8162,00:05:40.423,340.423,53,00:00:02.211,2.211
42,8163,00:05:40.423,340.423,8240,00:05:43.677,343.677,78,00:00:03.253,3.253
43,8241,00:05:43.677,343.677,8305,00:05:46.388,346.388,65,00:00:02.711,2.711
44,8306,00:05:46.388,346.388,8396,00:05:50.183,350.183,91,00:00:03.795,3.795
45,8397,00:05:50.183,350.183,8468,00:05:53.186,353.186,72,00:00:03.003,3.003
46,8469,00:05:53.186,353.186,8840,00:06:08.702,368.702,372,00:00:15.515,15.515
47,8841,00:06:08.702,368.702,8902,00:06:11.288,371.288,62,00:00:02.586,2.586
48,8903,00:06:11.288,371.288,8974,00:06:14.291,374.291,72,00:00:03.003,3.003
49,8975,00:06:14.291,374.291,9018,00:06:16.126,376.126,44,00:00:01.835,1.835
50,9019,00:06:16.126,376.126,9046,00:06:17.294,377.294,28,00:00:01.168,1.168
51,9047,00:06:17.294,377.294,9102,00:06:19.629,379.629,56,00:00:02.336,2.336
52,9103,00:06:19.629,379.629,9288,00:06:27.387,387.387,186,00:00:07.758,7.758
53,9289,00:06:27.387,387.387,9442,00:06:33.810,393.810,154,00:00:06.423,6.423
54,9443,00:06:33.810,393.810,9530,00:06:37.480,397.480,88,00:00:03.670,3.670
55,9531,00:06:37.480,397.480,9664,00:06:43.069,403.069,134,00:00:05.589,5.589
56,9665,00:06:43.069,403.069,10029,00:06:58.293,418.293,365,00:00:15.224,15.224
57,10030,00:06:58.293,418.293,10505,00:07:18.146,438.146,476,00:00:19.853,19.853
58,10506,00:07:18.146,438.146,10598,00:07:22.025,442.025,93,00:00:03.879,3.879
59,10599,00:07:22.025,442.025,10637,00:07:23.652,443.652,39,00:00:01.627,1.627
60,10638,00:07:23.652,443.652,10831,00:07:31.743,451.743,194,00:00:08.091,8.091
61,10832,00:07:31.743,451.743,10921,00:07:35.497,455.497,90,00:00:03.754,3.754
62,10922,00:07:35.497,455.497,11013,00:07:39.334,459.334,92,00:00:03.837,3.837
63,11014,00:07:39.334,459.334,11288,00:07:50.804,470.804,275,00:00:11.470,11.470
64,11289,00:07:50.804,470.804,11491,00:07:59.270,479.270,203,00:00:08.467,8.467
65,11492,00:07:59.270,479.270,13246,00:09:12.469,552.469,1755,00:01:13.198,73.198
66,13247,00:09:12.469,552.469,13364,00:09:17.390,557.390,118,00:00:04.922,4.922
67,13365,00:09:17.390,557.390,13449,00:09:20.935,560.935,85,00:00:03.545,3.545
68,13450,00:09:20.935,560.935,13589,00:09:26.775,566.775,140,00:00:05.839,5.839
69,13590,00:09:26.775,566.775,13836,00:09:37.077,577.077,247,00:00:10.302,10.302
70,13837,00:09:37.077,577.077,14553,00:10:06.981,606.981,717,00:00:29.905,29.905
71,14554,00:10:06.981,606.981,14715,00:10:13.738,613.738,162,00:00:06.757,6.757
72,14716,00:10:13.738,613.738,14799,00:10:17.242,617.242,84,00:00:03.503,3.503
73,14800,00:10:17.242,617.242,14877,00:10:20.495,620.495,78,00:00:03.253,3.253
74,14878,00:10:20.495,620.495,15004,00:10:25.792,625.792,127,00:00:05.297,5.297
75,15005,00:10:25.792,625.792,15541,00:10:48.189,648.189,537,00:00:22.397,22.397
76,15542,00:10:48.189,648.189,15787,00:10:58.449,658.449,246,00:00:10.260,10.260
77,15788,00:10:58.449,658.449,15811,00:10:59.450,659.450,24,00:00:01.001,1.001
78,15812,00:10:59.450,659.450,15839,00:11:00.618,660.618,28,00:00:01.168,1.168
79,15840,00:11:00.618,660.618,16150,00:11:13.590,673.590,311,00:00:12.971,12.971
80,16151,00:11:13.590,673.590,16186,00:11:15.091,675.091,36,00:00:01.501,1.501
81,16187,00:11:15.091,675.091,16386,00:11:23.433,683.433,200,00:00:08.342,8.342
82,16387,00:11:23.433,683.433,16405,00:11:24.225,684.225,19,00:00:00.792,0.792
83,16406,00:11:24.225,684.225,16643,00:11:34.152,694.152,238,00:00:09.927,9.927
84,16644,00:11:34.152,694.152,16688,00:11:36.029,696.029,45,00:00:01.877,1.877
85,16689,00:11:36.029,696.029,16812,00:11:41.200,701.200,124,00:00:05.172,5.172
86,16813,00:11:41.200,701.200,16897,00:11:44.746,704.746,85,00:00:03.545,3.545
87,16898,00:11:44.746,704.746,16936,00:11:46.372,706.372,39,00:00:01.627,1.627
88,16937,00:11:46.372,706.372,17011,00:11:49.500,709.500,75,00:00:03.128,3.128
89,17012,00:11:49.500,709.500,17136,00:11:54.714,714.714,125,00:00:05.214,5.214
90,17137,00:11:54.714,714.714,17198,00:11:57.300,717.300,62,00:00:02.586,2.586
91,17199,00:11:57.300,717.300,17287,00:12:01.012,721.012,89,00:00:03.712,3.712
92,17288,00:12:01.012,721.012,17438,00:12:07.310,727.310,151,00:00:06.298,6.298
93,17439,00:12:07.310,727.310,17567,00:12:12.690,732.690,129,00:00:05.380,5.380
94,17568,00:12:12.690,732.690,17640,00:12:15.735,735.735,73,00:00:03.045,3.045
95,17641,00:12:15.735,735.735,18151,00:12:37.048,757.048,511,00:00:21.313,21.313
96,18152,00:12:37.048,757.048,18196,00:12:38.925,758.925,45,00:00:01.877,1.877
97,18197,00:12:38.925,758.925,18528,00:12:52.772,772.772,332,00:00:13.847,13.847
98,18529,00:12:52.772,772.772,18658,00:12:58.194,778.194,130,00:00:05.422,5.422
